"spcd","hardwood","jenkins_group","wood_dry_weight","bark_dry_weight","wood_moisture","bark_moisture","bark_to_wood_volume","green_weight_factor","dry_weight_factor","sapling_adjustment","carbon_ratio","source_file","source_chain","source_last_modified","upstream_commit"
55,0,1,25.58,26.21,74.29,70.5,14.31,51,29.3,0.458,0.479,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
56,0,1,25.58,26.21,74.29,70.5,14.31,51,29.3,0.631,0.479,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
57,0,1,28.08,24.96,36.25,60,12,43.1,31.1,0.631,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
58,0,10,28.08,24.96,36.25,60,12,43.1,31.1,0.352,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
59,0,10,28.08,24.96,36.25,60,12,43.1,31.1,0.352,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
60,0,10,28.08,24.96,36.25,60,12,43.1,31.1,0.352,0.481,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
61,0,10,28.08,24.96,36.25,60,12,43.1,31.1,0.631,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
62,0,10,28.08,24.96,36.25,60,12,43.1,31.1,0.352,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
63,0,10,29.95,24.96,33.54,60.25,12,44.8,32.9,0.352,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
64,0,1,28.08,24.96,36.25,60,12,43.1,31.1,0.458,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
65,0,10,42.43,24.96,35,60.25,12,62.1,45.4,0.352,0.469,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
66,0,10,28.08,24.96,36.25,60,12,43.1,31.1,0.352,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
67,0,1,26.21,24.96,41.17,60.25,12,41.8,29.2,0.631,0.521,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
68,0,1,27.46,24.96,34.75,60.25,12,41.8,30.5,0.631,0.521,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
69,0,10,28.08,24.96,36.25,60,12,43.1,31.1,0.352,0.477,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
70,0,1,30.58,19.97,57,81.5,14,53.1,33.4,0.631,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
71,0,1,30.58,18.72,53.71,97.63,14,52.2,33.2,0.631,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
72,0,1,30.58,19.97,57,81.5,14,53.1,33.4,0.458,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
73,0,1,29.95,20.59,60.25,65.12,14,52.8,32.8,0.8,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
74,1,1,30.58,19.97,57,81.5,14,53.1,33.4,0.631,0.481,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
75,1,1,30.58,19.97,57,81.5,14,53.1,33.4,0.631,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
81,0,1,21.84,15.6,106.06,28.2,17,48.4,24.5,0.588,0.538,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
90,0,5,22.46,27.46,59.2,80.6,12.56,42,25.9,0.608,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
91,0,5,22.46,27.46,59.2,80.6,12.56,42,25.9,0.631,0.478,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
92,0,5,22.46,27.46,59.2,80.6,12.56,42,25.9,0.442,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
93,0,5,20.59,31.82,89.39,79.12,11.2,45.4,24.2,0.442,0.481,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
94,0,5,23.09,24.34,51.59,76.69,13,40.6,26.3,0.608,0.512,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
95,0,5,23.71,26.21,47.61,90.79,13,41.5,27.1,0.608,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
96,0,5,22.46,27.46,59.2,80.6,12.56,42,25.9,0.442,0.48,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
