"spcd","hardwood","jenkins_group","wood_dry_weight","bark_dry_weight","wood_moisture","bark_moisture","bark_to_wood_volume","green_weight_factor","dry_weight_factor","sapling_adjustment","carbon_ratio","source_file","source_chain","source_last_modified","upstream_commit"
6968,1,8,36.19,36.19,75.13,80.49,15.16,73.3,41.7,0.84,0.473,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6969,1,8,36.19,36.19,75.13,80.49,15.16,73.3,41.7,0.84,0.473,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6970,1,8,32.77,32.77,75.13,80.49,15.16,66.4,37.7,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6971,1,8,36.19,36.19,75.13,80.49,15.16,73.3,41.7,0.84,0.473,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6972,1,8,33.95,33.95,75.13,80.49,15.16,68.7,39.1,0.84,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6973,1,8,29.95,29.95,0,0,0,30,30,0,0.447,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6974,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6975,1,8,29.95,29.95,0,0,0,30,30,0,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6976,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6977,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6978,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6979,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6980,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6981,1,8,29.95,29.95,0,0,0,30,30,0,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6982,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6983,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6984,1,8,29.95,29.95,0,0,0,30,30,0,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6985,1,8,29.95,29.95,75.13,80.49,15.16,60.7,34.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6990,1,8,41.37,41.37,75.13,80.49,15.16,83.8,47.6,0.84,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6991,1,8,0,0,0,0,0,0,0,0,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6992,1,8,31.2,31.2,0,0,0,31.2,31.2,0,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6994,1,8,40.29,40.29,0,0,0,40.3,40.3,0,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6996,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.448,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6997,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6998,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.444,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
6999,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7000,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7003,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7004,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7005,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7006,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7007,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7008,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7011,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7012,1,8,16.1,16.1,75.13,80.49,15.16,32.6,18.5,0.84,0.484,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7013,1,8,16.1,16.1,0,0,0,16.1,16.1,0,0.484,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7014,1,8,14.35,14.35,0,0,0,14.4,14.4,0,0.485,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7015,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7016,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7017,1,8,26.21,26.21,0,0,0,26.2,26.2,0,0.478,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7019,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7021,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7022,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7023,1,8,0,0,0,0,0,0,0,0,0.474,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7024,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7025,1,8,39.87,39.87,0,0,0,39.9,39.9,0,0.471,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7026,1,8,50.26,50.26,0,0,0,50.3,50.3,0,0.465,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7028,1,8,41,41,0,0,0,41,41,0,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7030,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7031,1,8,56.55,56.55,0,0,0,56.6,56.6,0,0.461,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7032,1,8,57.77,57.77,0,0,0,57.8,57.8,0,0.461,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7033,1,8,38,38,0,0,0,38,38,0,0.472,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7034,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7035,1,8,0,0,0,0,0,0,0,0,0.47,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7036,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7038,1,8,54.16,54.16,0,0,0,54.2,54.2,0,0.463,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7039,1,8,46.07,46.07,0,0,0,46.1,46.1,0,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7040,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7041,1,8,51.58,51.58,0,0,0,51.6,51.6,0,0.464,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7043,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7044,1,8,44.06,44.06,0,0,0,44.1,44.1,0,0.468,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7045,1,8,51.69,51.69,0,0,0,51.7,51.7,0,0.464,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7046,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7047,1,8,45.58,45.58,75.13,80.49,15.16,92.3,52.5,0.84,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7048,1,8,58.56,58.56,0,0,0,58.6,58.6,0,0.46,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7049,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7051,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7052,1,8,51.58,51.58,0,0,0,51.6,51.6,0,0.464,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7053,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7054,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7056,1,8,51.62,51.62,0,0,0,51.6,51.6,0,0.464,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7057,1,8,37.39,37.39,0,0,0,37.4,37.4,0,0.472,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7059,1,8,45.55,45.55,0,0,0,45.6,45.6,0,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7060,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7061,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7062,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7063,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7065,1,8,45.55,45.55,0,0,0,45.6,45.6,0,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7066,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7067,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7068,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7069,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7071,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7072,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7075,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7076,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7078,1,8,45.55,45.55,75.13,80.49,15.16,92.2,52.5,0.84,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7079,1,8,45.55,45.55,0,0,0,45.6,45.6,0,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7081,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7082,1,8,45.55,45.55,75.13,80.49,15.16,92.2,52.5,0.84,0.505,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7083,1,8,32.45,0,0,0,0,32.4,32.4,0.792,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7084,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7086,1,8,45.55,45.55,0,0,0,45.6,45.6,0,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7087,1,8,45.55,45.55,75.13,80.49,15.16,92.2,52.5,0.84,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7088,1,8,45.55,45.55,75.13,80.49,15.16,92.2,52.5,0.84,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7089,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7090,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7091,1,8,45.55,45.55,75.13,80.49,15.16,92.2,52.5,0.84,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7092,1,8,32.45,33.07,75.12,80.64,15.32,66,37.5,0.84,0.476,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7093,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7094,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7096,1,8,45.55,45.55,75.13,80.49,15.16,92.2,52.5,0.84,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7098,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7099,1,8,45.55,45.55,75.13,80.49,15.16,92.2,52.5,0.84,0.467,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
7100,1,8,32.45,33.07,75.13,80.49,15.16,65.9,37.5,0.84,0.475,"wdbkwtdata.inc","FIADB REF_SPECIES to NBEL BM_REF_SPECIES to NVEL wdbkwtdata.inc","2023-10-16","38548071d5aa652bb90c7f111f86b427f798a1c9"
