"state","county","division","mountain","province","section","subregion_code","predominant_area_percent","source_page"
42,119,1221,2,221,1,222101,100,74
42,121,212,1,212,7,121207,46.3,74
42,123,212,1,212,7,121207,56.2,74
42,125,221,1,221,5,122105,100,74
42,127,212,1,212,6,121206,91.9,74
42,129,221,1,221,5,122105,79,74
42,131,212,1,212,6,121206,99.9,74
42,133,221,1,221,4,122104,89.4,74
44,1,221,1,221,1,122101,100,74
44,3,221,1,221,1,122101,100,74
44,5,221,1,221,1,122101,100,74
44,7,221,1,221,1,122101,100,74
44,9,221,1,221,1,122101,100,74
45,1,231,1,231,1,123101,100,74
45,3,231,1,231,1,123101,80.1,74
45,5,232,1,232,2,123202,100,74
45,7,231,1,231,1,123101,100,74
45,9,232,1,232,2,123202,96,75
45,11,232,1,232,2,123202,100,75
45,13,232,1,232,3,123203,100,75
45,15,232,1,232,3,123203,99.9,75
45,17,232,1,232,2,123202,100,75
45,19,232,1,232,3,123203,100,75
45,21,231,1,231,1,123101,100,75
45,23,231,1,231,1,123101,100,75
45,25,231,1,231,1,123101,99.5,75
45,27,232,1,232,2,123202,99,75
45,29,232,1,232,3,123203,97.8,75
45,31,232,1,232,2,123202,82.2,75
45,33,232,1,232,2,123202,100,75
45,35,232,1,232,3,123203,100,75
45,37,231,1,231,1,123101,100,75
45,39,231,1,231,1,123101,100,75
45,41,232,1,232,2,123202,75.9,75
45,43,232,1,232,3,123203,100,75
45,45,231,1,231,1,123101,69.3,75
45,47,231,1,231,1,123101,100,75
45,49,232,1,232,3,123203,63.4,75
45,51,232,1,232,3,123203,91.5,75
45,53,232,1,232,3,123203,100,75
45,55,231,1,231,1,123101,97.8,75
45,57,231,1,231,1,123101,100,75
45,59,231,1,231,1,123101,100,75
45,61,232,1,232,2,123202,81.7,75
45,63,231,1,231,1,123101,70.8,75
45,65,231,1,231,1,123101,100,75
45,67,232,1,232,2,123202,69.6,75
45,69,232,1,232,2,123202,65.8,75
45,71,231,1,231,1,123101,100,75
45,73,1221,2,221,4,222104,88.7,75
45,75,232,1,232,2,123202,81.3,75
45,77,1221,2,221,4,222104,89.9,75
45,79,231,1,231,1,123101,52.2,75
45,81,231,1,231,1,123101,100,75
45,83,231,1,231,1,123101,100,75
45,85,232,1,232,2,123202,100,75
45,87,231,1,231,1,123101,100,75
45,89,232,1,232,3,123203,98.7,75
45,91,231,1,231,1,123101,100,75
46,3,332,1,332,2,133202,83.6,76
46,5,332,1,332,2,133202,92.4,76
46,7,331,1,331,6,133106,92.4,76
46,9,332,1,332,2,133202,89.7,76
46,11,251,1,251,2,125102,100,76
46,13,332,1,332,2,133202,73.5,76
46,15,332,1,332,4,133204,93.2,76
46,17,332,1,332,4,133204,100,76
46,19,331,1,331,6,133106,99.5,76
46,21,331,1,331,5,133105,77.2,76
46,23,332,1,332,2,133202,69.5,76
46,25,251,1,251,2,125102,59.7,76
46,27,251,1,251,2,125102,100,76
46,29,251,1,251,2,125102,100,76
46,31,331,1,331,6,133106,100,76
46,33,1334,2,334,1,233401,56.8,76
46,35,332,1,332,2,133202,100,76
46,37,251,1,251,2,125102,67.2,76
46,39,251,1,251,2,125102,100,76
46,41,331,1,331,6,133106,98.7,76
46,43,332,1,332,2,133202,100,76
46,45,332,1,332,4,133204,43.1,76
46,47,331,1,331,6,133106,87.5,76
46,49,332,1,332,4,133204,79.6,76
46,51,251,1,251,2,125102,100,76
46,53,332,1,332,4,133204,99.8,76
46,55,331,1,331,6,133106,100,76
46,57,251,1,251,2,125102,100,76
46,59,332,1,332,4,133204,83.6,76
46,61,332,1,332,2,133202,100,76
46,63,331,1,331,6,133106,100,76
46,65,332,1,332,4,133204,53.7,76
46,67,332,1,332,2,133202,88.9,76
46,69,332,1,332,4,133204,100,76
46,71,331,1,331,6,133106,100,76
46,73,332,1,332,4,133204,88.4,76
46,75,331,1,331,6,133106,69.6,76
46,77,251,1,251,2,125102,67.7,76
46,79,251,1,251,2,125102,100,76
46,81,1334,2,334,1,233401,89.1,76
46,83,251,1,251,2,125102,100,76
46,85,332,1,332,4,133204,99.7,76
46,87,251,1,251,2,125102,51.9,76
46,89,331,1,331,5,133105,73.4,77
46,91,332,1,332,2,133202,48.8,77
46,93,331,1,331,6,133106,86,77
46,95,331,1,331,6,133106,61.4,77
46,97,332,1,332,2,133202,84.9,77
46,99,251,1,251,2,125102,100,77
46,101,251,1,251,2,125102,100,77
46,103,331,1,331,6,133106,67.1,77
46,105,331,1,331,6,133106,100,77
46,107,331,1,331,5,133105,85.4,77
46,109,251,1,251,2,125102,73.8,77
46,111,332,1,332,2,133202,100,77
46,113,331,1,331,6,133106,100,77
46,115,332,1,332,2,133202,100,77
46,117,331,1,331,6,133106,94,77
46,119,331,1,331,5,133105,47.4,77
46,121,332,1,332,4,133204,56.9,77
46,123,332,1,332,4,133204,100,77
46,125,251,1,251,2,125102,100,77
46,127,251,1,251,2,125102,80,77
46,129,331,1,331,5,133105,89.4,77
46,135,251,1,251,2,125102,98.2,77
46,137,331,1,331,6,133106,100,77
47,1,221,1,221,9,122109,86.3,77
47,3,222,1,222,5,122205,100,77
47,5,222,1,222,3,122203,73.8,77
47,7,221,1,221,8,122108,100,77
47,9,221,1,221,10,122110,95.3,77
47,11,221,1,221,10,122110,94.8,77
47,13,221,1,221,9,122109,92.2,77
47,15,222,1,222,5,122205,100,77
47,17,222,1,222,3,122203,100,77
47,19,1221,2,221,4,222104,52.5,77
47,21,222,1,222,5,122205,100,77
47,23,222,1,222,3,122203,100,77
47,25,221,1,221,9,122109,100,77
47,27,222,1,222,5,122205,100,77
47,29,221,1,221,10,122110,64,77
47,31,222,1,222,5,122205,100,77
47,33,222,1,222,3,122203,100,77
47,35,221,1,221,8,122108,99.7,77
47,37,222,1,222,5,122205,100,77
47,39,222,1,222,3,122203,97.6,78
47,41,222,1,222,5,122205,100,78
47,43,222,1,222,5,122205,100,78
47,45,222,1,222,3,122203,60.7,78
47,47,231,1,231,2,123102,89.1,78
47,49,221,1,221,8,122108,99.9,78
47,51,222,1,222,5,122205,81.9,78
47,53,222,1,222,3,122203,100,78
47,55,222,1,222,5,122205,100,78
47,57,221,1,221,9,122109,53.9,78
47,59,1221,2,221,1,222101,53.4,78
47,61,221,1,221,8,122108,53.4,78
47,63,221,1,221,10,122110,100,78
47,65,221,1,221,8,122108,98.4,78
47,67,221,1,221,9,122109,100,78
47,69,222,1,222,3,122203,55,78
47,71,222,1,222,3,122203,67.4,78
47,73,221,1,221,9,122109,36.9,78
47,75,222,1,222,3,122203,97.4,78
47,77,222,1,222,3,122203,100,78
47,79,222,1,222,3,122203,100,78
47,81,222,1,222,5,122205,100,78
47,83,222,1,222,5,122205,100,78
47,85,222,1,222,5,122205,100,78
47,87,222,1,222,5,122205,100,78
47,89,221,1,221,10,122110,100,78
47,91,1221,2,221,4,222104,58.1,78
47,93,221,1,221,10,122110,96.1,78
47,95,234,1,234,1,123401,100,78
47,97,222,1,222,3,122203,59.2,78
47,99,222,1,222,5,122205,82.2,78
47,101,222,1,222,5,122205,100,78
47,103,222,1,222,5,122205,100,78
47,105,221,1,221,10,122110,100,78
47,107,221,1,221,10,122110,100,78
47,109,222,1,222,3,122203,76.2,78
47,111,222,1,222,5,122205,100,78
47,113,222,1,222,3,122203,100,78
47,115,221,1,221,8,122108,100,78
47,117,222,1,222,5,122205,100,78
47,119,222,1,222,5,122205,100,78
47,121,221,1,221,10,122110,64,78
47,123,221,1,221,10,122110,81.5,78
47,125,222,1,222,5,122205,100,79
47,127,222,1,222,5,122205,100,79
47,129,221,1,221,8,122108,76.1,79
47,131,222,1,222,3,122203,66,79
47,133,222,1,222,5,122205,88.3,79
47,135,222,1,222,5,122205,81.3,79
47,137,222,1,222,5,122205,67.1,79
47,139,221,1,221,10,122110,65.4,79
47,141,222,1,222,5,122205,96.2,79
47,143,221,1,221,8,122108,99.5,79
47,145,221,1,221,10,122110,37.8,79
47,147,222,1,222,5,122205,100,79
47,149,222,1,222,5,122205,100,79
47,151,221,1,221,8,122108,70.7,79
47,153,221,1,221,8,122108,99.7,79
47,155,221,1,221,10,122110,76.7,79
47,157,231,1,231,2,123102,54.4,79
47,159,222,1,222,5,122205,100,79
47,161,222,1,222,5,122205,87.9,79
47,163,1221,2,221,1,222101,100,79
47,165,222,1,222,5,122205,100,79
47,167,231,1,231,2,123102,57.6,79
47,169,222,1,222,5,122205,100,79
47,171,1221,2,221,4,222104,79.8,79
47,173,221,1,221,9,122109,96.5,79
47,175,221,1,221,8,122108,50.8,79
47,177,222,1,222,5,122205,99.5,79
47,179,1221,2,221,1,222101,100,79
47,181,231,1,231,2,123102,69.1,79
47,183,222,1,222,3,122203,100,79
47,185,222,1,222,5,122205,89.5,79
47,187,222,1,222,5,122205,100,79
47,189,222,1,222,5,122205,100,79
48,1,255,1,255,3,125503,73.6,79
48,3,315,1,315,2,131502,99.9,79
48,5,231,1,231,5,123105,100,79
48,7,255,1,255,4,125504,75.1,79
48,9,315,1,315,3,131503,68.8,79
48,11,315,1,315,2,131502,94.2,79
48,13,315,1,315,5,131505,100,79
48,15,255,1,255,3,125503,86.1,79
48,17,315,1,315,2,131502,100,79
48,19,315,1,315,4,131504,100,80
48,21,255,1,255,2,125502,60.7,80
48,23,315,1,315,3,131503,100,80
48,25,315,1,315,5,131505,99.8,80
48,27,255,1,255,2,125502,59.2,80
48,29,315,1,315,4,131504,52.7,80
48,31,315,1,315,4,131504,100,80
48,33,315,1,315,3,131503,80.1,80
48,35,315,1,315,4,131504,51.3,80
48,37,231,1,231,5,123105,88.6,80
48,39,255,1,255,4,125504,100,80
48,41,255,1,255,3,125503,100,80
48,43,321,1,321,1,132101,87.7,80
48,45,315,1,315,2,131502,57.7,80
48,47,315,1,315,5,131505,100,80
48,49,315,1,315,3,131503,67.7,80
48,51,255,1,255,3,125503,98.4,80
48,53,315,1,315,4,131504,100,80
48,55,255,1,255,2,125502,71,80
48,57,255,1,255,4,125504,100,80
48,59,315,1,315,3,131503,100,80
48,61,315,1,315,5,131505,73.6,80
48,63,231,1,231,5,123105,79.8,80
48,65,315,1,315,2,131502,100,80
48,67,231,1,231,5,123105,100,80
48,69,315,1,315,2,131502,100,80
48,71,231,1,231,6,123106,97.1,80
48,73,231,1,231,5,123105,100,80
48,75,315,1,315,3,131503,94,80
48,77,255,1,255,1,125501,82.6,80
48,79,315,1,315,2,131502,100,80
48,81,315,1,315,3,131503,100,80
48,83,315,1,315,3,131503,100,80
48,85,255,1,255,1,125501,66.4,80
48,87,311,1,311,1,131101,64.6,80
48,89,255,1,255,3,125503,93.8,80
48,91,315,1,315,4,131504,96.1,80
48,93,255,1,255,1,125501,88.4,80
48,95,315,1,315,3,131503,100,80
48,97,255,1,255,1,125501,100,80
48,99,315,1,315,4,131504,99.9,80
48,101,315,1,315,3,131503,100,80
48,103,321,1,321,1,132101,100,80
48,105,321,1,321,2,132102,54.2,81
48,107,315,1,315,2,131502,84.7,81
48,109,321,1,321,1,132101,83.8,81
48,111,315,1,315,2,131502,97.3,81
48,113,255,1,255,1,125501,59.7,81
48,115,315,1,315,2,131502,100,81
48,117,315,1,315,2,131502,100,81
48,119,255,1,255,2,125502,58.7,81
48,121,255,1,255,1,125501,100,81
48,123,255,1,255,3,125503,78.3,81
48,125,315,1,315,3,131503,92.1,81
48,127,315,1,315,5,131505,100,81
48,129,315,1,315,3,131503,70.4,81
48,131,315,1,315,5,131505,100,81
48,133,255,1,255,1,125501,88.4,81
48,135,321,1,321,1,132101,69.2,81
48,137,315,1,315,4,131504,56,81
48,139,255,1,255,2,125502,73.4,81
48,141,321,1,321,1,132101,100,81
48,143,255,1,255,1,125501,100,81
48,145,255,1,255,2,125502,100,81
48,147,255,1,255,2,125502,52.2,81
48,149,255,1,255,3,125503,100,81
48,151,315,1,315,3,131503,100,81
48,153,315,1,315,2,131502,99.1,81
48,155,315,1,315,3,131503,100,81
48,157,255,1,255,4,125504,100,81
48,159,255,1,255,3,125503,100,81
48,161,255,1,255,3,125503,83.6,81
48,163,315,1,315,5,131505,100,81
48,165,315,1,315,2,131502,100,81
48,167,255,1,255,4,125504,83.5,81
48,169,315,1,315,3,131503,69.7,81
48,171,315,1,315,4,131504,100,81
48,173,315,1,315,2,131502,93.2,81
48,175,255,1,255,3,125503,56.9,81
48,177,255,1,255,3,125503,99.7,81
48,179,315,1,315,2,131502,100,81
48,181,255,1,255,1,125501,100,81
48,183,231,1,231,5,123105,100,81
48,185,255,1,255,3,125503,100,81
48,187,255,1,255,2,125502,56.7,81
48,189,315,1,315,2,131502,100,81
48,191,315,1,315,3,131503,100,82
48,193,315,1,315,4,131504,84,82
48,195,315,1,315,2,131502,61.5,82
48,197,315,1,315,3,131503,100,82
48,199,231,1,231,5,123105,81.4,82
48,201,255,1,255,4,125504,74.3,82
48,203,231,1,231,5,123105,100,82
48,205,315,1,315,2,131502,100,82
48,207,315,1,315,3,131503,100,82
48,209,315,1,315,4,131504,69.3,82
48,211,315,1,315,2,131502,100,82
48,213,255,1,255,3,125503,74.9,82
48,215,315,1,315,5,131505,100,82
48,217,255,1,255,1,125501,65.4,82
48,219,315,1,315,2,131502,100,82
48,221,255,1,255,1,125501,100,82
48,223,255,1,255,3,125503,94.2,82
48,225,231,1,231,5,123105,60.9,82
48,227,315,1,315,2,131502,86.7,82
48,229,321,1,321,1,132101,100,82
48,231,255,1,255,2,125502,100,82
48,233,315,1,315,2,131502,100,82
48,235,315,1,315,3,131503,100,82
48,237,255,1,255,1,125501,100,82
48,239,255,1,255,4,125504,88.3,82
48,241,232,1,232,6,123206,83.4,82
48,243,321,1,321,1,132101,100,82
48,245,231,1,231,6,123106,97,82
48,247,315,1,315,5,131505,100,82
48,249,315,1,315,5,131505,100,82
48,251,255,1,255,1,125501,100,82
48,253,315,1,315,3,131503,100,82
48,255,315,1,315,5,131505,100,82
48,257,255,1,255,2,125502,100,82
48,259,315,1,315,4,131504,100,82
48,261,315,1,315,5,131505,72.3,82
48,263,315,1,315,3,131503,100,82
48,265,315,1,315,4,131504,100,82
48,267,315,1,315,4,131504,100,82
48,269,315,1,315,3,131503,100,82
48,271,321,1,321,2,132102,80.3,82
48,273,315,1,315,6,131506,63.3,82
48,275,315,1,315,3,131503,100,82
48,277,255,1,255,3,125503,83.8,83
48,279,315,1,315,2,131502,100,83
48,281,315,1,315,4,131504,100,83
48,283,315,1,315,5,131505,100,83
48,285,255,1,255,3,125503,100,83
48,287,255,1,255,3,125503,68.9,83
48,289,255,1,255,3,125503,100,83
48,291,231,1,231,5,123105,61,83
48,293,255,1,255,2,125502,85.4,83
48,295,331,1,331,2,133102,69.1,83
48,297,315,1,315,5,131505,100,83
48,299,315,1,315,4,131504,100,83
48,301,321,1,321,1,132101,100,83
48,303,315,1,315,2,131502,100,83
48,305,315,1,315,2,131502,99.7,83
48,307,315,1,315,3,131503,74.5,83
48,309,255,1,255,2,125502,75,83
48,311,315,1,315,5,131505,100,83
48,313,255,1,255,3,125503,100,83
48,315,231,1,231,5,123105,100,83
48,317,315,1,315,2,131502,100,83
48,319,315,1,315,4,131504,100,83
48,321,255,1,255,4,125504,100,83
48,323,315,1,315,5,131505,66.9,83
48,325,315,1,315,4,131504,53.6,83
48,327,315,1,315,4,131504,53.3,83
48,329,315,1,315,2,131502,92.7,83
48,331,255,1,255,2,125502,89.5,83
48,333,315,1,315,4,131504,100,83
48,335,315,1,315,3,131503,93.9,83
48,337,255,1,255,1,125501,100,83
48,339,231,1,231,5,123105,81.6,83
48,341,315,1,315,2,131502,100,83
48,343,231,1,231,5,123105,80.7,83
48,345,315,1,315,3,131503,85.6,83
48,347,231,1,231,5,123105,100,83
48,349,255,1,255,2,125502,93.2,83
48,351,232,1,232,6,123206,100,83
48,353,315,1,315,3,131503,100,83
48,355,315,1,315,6,131506,84.2,83
48,357,331,1,331,2,133102,56,83
48,359,315,1,315,2,131502,100,83
48,361,232,1,232,5,123205,70.4,83
48,363,255,1,255,1,125501,100,84
48,365,231,1,231,5,123105,100,84
48,367,255,1,255,1,125501,100,84
48,369,315,1,315,2,131502,100,84
48,371,321,1,321,1,132101,61.3,84
48,373,231,1,231,5,123105,100,84
48,375,315,1,315,2,131502,100,84
48,377,321,1,321,1,132101,100,84
48,379,255,1,255,3,125503,69.4,84
48,381,315,1,315,2,131502,100,84
48,383,315,1,315,3,131503,94,84
48,385,315,1,315,4,131504,100,84
48,387,255,1,255,3,125503,95.9,84
48,389,321,1,321,1,132101,100,84
48,391,255,1,255,4,125504,62.6,84
48,393,315,1,315,2,131502,100,84
48,395,255,1,255,3,125503,78.1,84
48,397,255,1,255,2,125502,100,84
48,399,315,1,315,3,131503,100,84
48,401,231,1,231,5,123105,100,84
48,403,232,1,232,6,123206,99.9,84
48,405,231,1,231,5,123105,86,84
48,407,231,1,231,5,123105,100,84
48,409,315,1,315,6,131506,66.1,84
48,411,315,1,315,4,131504,98.1,84
48,413,315,1,315,3,131503,95.9,84
48,415,315,1,315,3,131503,100,84
48,417,315,1,315,3,131503,100,84
48,419,231,1,231,5,123105,94.6,84
48,421,315,1,315,2,131502,74.4,84
48,423,231,1,231,5,123105,86.2,84
48,425,255,1,255,1,125501,100,84
48,427,315,1,315,5,131505,100,84
48,429,255,1,255,1,125501,96.5,84
48,431,315,1,315,3,131503,85.4,84
48,433,315,1,315,3,131503,100,84
48,435,315,1,315,3,131503,58.7,84
48,437,315,1,315,2,131502,100,84
48,439,255,1,255,1,125501,100,84
48,441,315,1,315,3,131503,100,84
48,443,321,1,321,2,132102,100,84
48,445,315,1,315,2,131502,100,84
48,447,315,1,315,3,131503,94,84
48,449,255,1,255,3,125503,84.8,85
48,451,315,1,315,3,131503,100,85
48,453,255,1,255,2,125502,55.3,85
48,455,231,1,231,5,123105,100,85
48,457,231,1,231,5,123105,74.2,85
48,459,231,1,231,5,123105,100,85
48,461,321,1,321,1,132101,58.4,85
48,463,315,1,315,4,131504,54.2,85
48,465,321,1,321,2,132102,100,85
48,467,255,1,255,3,125503,61.6,85
48,469,255,1,255,4,125504,52.5,85
48,471,231,1,231,5,123105,70.1,85
48,473,255,1,255,3,125503,73,85
48,475,321,1,321,1,132101,100,85
48,477,255,1,255,3,125503,100,85
48,479,315,1,315,5,131505,100,85
48,481,255,1,255,4,125504,99.3,85
48,483,315,1,315,2,131502,88,85
48,485,315,1,315,3,131503,73.8,85
48,487,315,1,315,3,131503,88.1,85
48,489,315,1,315,5,131505,76.9,85
48,491,255,1,255,2,125502,54.9,85
48,493,315,1,315,5,131505,99.4,85
48,495,321,1,321,1,132101,96.2,85
48,497,255,1,255,1,125501,100,85
48,499,255,1,255,3,125503,70.8,85
48,501,315,1,315,2,131502,100,85
48,503,255,1,255,1,125501,92.3,85
48,505,315,1,315,5,131505,100,85
48,507,315,1,315,5,131505,100,85
49,1,341,1,341,1,134101,54.5,85
49,3,341,1,341,1,134101,52.4,85
49,5,1331,2,331,4,233104,88.7,85
49,7,1331,2,331,4,233104,62.1,85
49,9,1331,2,331,5,233105,97.8,85
49,11,341,1,341,1,134101,27.2,85
49,13,1331,2,331,5,233105,53.2,85
49,15,341,1,341,2,134102,77.1,85
49,17,1341,2,341,3,234103,54.5,85
49,19,341,1,341,2,134102,66.9,85
49,21,1341,2,341,3,234103,58.3,85
49,23,341,1,341,1,134101,88.8,85
49,25,313,1,313,1,131301,83.8,86
49,27,341,1,341,1,134101,82.7,86
49,29,1331,2,331,4,233104,100,86
49,31,1341,2,341,3,234103,94.4,86
49,33,1331,2,331,4,233104,55.5,86
49,35,341,1,341,1,134101,76.6,86
49,37,313,1,313,1,131301,48.6,86
49,39,341,1,341,1,134101,71,86
49,41,1341,2,341,3,234103,72.8,86
49,43,1331,2,331,5,233105,54.6,86
49,45,341,1,341,1,134101,89.2,86
49,47,341,1,341,3,134103,54.2,86
49,49,341,1,341,1,134101,59.6,86
49,51,1331,2,331,4,233104,70.8,86
49,53,313,1,313,1,131301,32.5,86
49,55,341,1,341,2,134102,60.6,86
49,57,1331,2,331,4,233104,54.5,86
50,1,212,1,212,5,121205,75.9,86
50,3,1212,2,212,3,221203,100,86
50,5,1212,2,212,2,221202,53.6,86
50,7,212,1,212,5,121205,63.8,86
50,9,1212,2,212,1,221201,94.3,86
50,11,212,1,212,5,121205,52.7,86
50,13,212,1,212,5,121205,100,86
50,15,1212,2,212,3,221203,90.4,86
50,17,1212,2,212,2,221202,83.3,86
50,19,1212,2,212,2,221202,61,86
50,21,1212,2,212,3,221203,80.4,86
50,23,1212,2,212,3,221203,64.4,86
50,25,1212,2,212,3,221203,68.2,86
50,27,1212,2,212,2,221202,51.2,86
51,1,232,1,232,1,123201,100,86
51,3,1221,2,221,4,222104,51.8,86
51,510,231,1,231,1,123101,100,86
51,5,1221,2,221,1,222101,100,86
51,7,231,1,231,1,123101,100,86
51,9,1221,2,221,4,222104,50.2,86
51,11,231,1,231,1,123101,100,86
51,13,231,1,231,1,123101,100,86
51,15,1221,2,221,1,222101,100,86
51,17,1221,2,221,1,222101,100,86
51,19,1221,2,221,4,222104,48.1,87
51,515,1221,2,221,4,222104,100,87
51,21,1221,2,221,1,222101,100,87
51,23,1221,2,221,1,222101,100,87
51,520,1221,2,221,1,222101,100,87
51,25,231,1,231,1,123101,100,87
51,27,1221,2,221,3,222103,100,87
51,29,231,1,231,1,123101,100,87
51,530,1221,2,221,1,222101,100,87
51,31,231,1,231,1,123101,100,87
51,33,232,1,232,1,123201,52.2,87
51,35,1221,2,221,4,222104,95,87
51,36,232,1,232,1,123201,100,87
51,37,231,1,231,1,123101,100,87
51,540,1221,2,221,4,222104,100,87
51,550,232,1,232,1,123201,100,87
51,41,231,1,231,1,123101,85.3,87
51,43,1221,2,221,1,222101,68,87
51,560,1221,2,221,1,222101,100,87
51,570,232,1,232,1,123201,100,87
51,580,1221,2,221,1,222101,100,87
51,45,1221,2,221,1,222101,100,87
51,47,231,1,231,1,123101,67.2,87
51,49,231,1,231,1,123101,100,87
51,590,231,1,231,1,123101,100,87
51,51,1221,2,221,3,222103,100,87
51,53,231,1,231,1,123101,85.6,87
51,595,232,1,232,1,123201,100,87
51,57,232,1,232,1,123201,100,87
51,59,231,1,231,1,123101,100,87
51,600,231,1,231,1,123101,100,87
51,610,231,1,231,1,123101,100,87
51,61,231,1,231,1,123101,52.2,87
51,63,1221,2,221,4,222104,78.8,87
51,65,231,1,231,1,123101,100,87
51,67,231,1,231,1,123101,55.5,87
51,620,232,1,232,1,123201,100,87
51,69,1221,2,221,1,222101,100,87
51,630,231,1,231,1,123101,100,87
51,640,1221,2,221,4,222104,100,87
51,71,1221,2,221,1,222101,100,87
51,73,232,1,232,1,123201,100,87
51,75,231,1,231,1,123101,100,87
51,77,1221,2,221,4,222104,81.4,88
51,79,1221,2,221,4,222104,83,88
51,81,232,1,232,1,123201,62.2,88
51,83,231,1,231,1,123101,100,88
51,650,232,1,232,1,123201,100,88
51,85,231,1,231,1,123101,64.7,88
51,660,1221,2,221,1,222101,100,88
51,87,232,1,232,1,123201,60.7,88
51,89,231,1,231,1,123101,100,88
51,91,1221,2,221,1,222101,100,88
51,670,232,1,232,1,123201,100,88
51,93,232,1,232,1,123201,100,88
51,95,232,1,232,1,123201,100,88
51,97,232,1,232,1,123201,100,88
51,99,232,1,232,1,123201,85,88
51,101,232,1,232,1,123201,100,88
51,103,232,1,232,1,123201,100,88
51,105,221,1,221,9,122109,100,88
51,678,1221,2,221,1,222101,100,88
51,107,1221,2,221,4,222104,67.5,88
51,109,231,1,231,1,123101,100,88
51,111,231,1,231,1,123101,100,88
51,680,231,1,231,1,123101,100,88
51,113,1221,2,221,4,222104,84,88
51,683,231,1,231,1,123101,100,88
51,685,231,1,231,1,123101,100,88
51,690,231,1,231,1,123101,100,88
51,115,232,1,232,1,123201,100,88
51,117,231,1,231,1,123101,100,88
51,119,232,1,232,1,123201,100,88
51,121,1221,2,221,1,222101,100,88
51,125,1221,2,221,4,222104,56.1,88
51,127,232,1,232,1,123201,100,88
51,700,232,1,232,1,123201,100,88
51,710,232,1,232,1,123201,100,88
51,131,232,1,232,1,123201,100,88
51,133,232,1,232,1,123201,100,88
51,720,1221,2,221,3,222103,53.8,88
51,135,231,1,231,1,123101,100,88
51,137,231,1,231,1,123101,93.6,88
51,139,1221,2,221,1,222101,96.7,88
51,141,1221,2,221,4,222104,55.1,88
51,730,232,1,232,1,123201,100,88
51,143,231,1,231,1,123101,100,89
51,735,232,1,232,1,123201,100,89
51,740,232,1,232,1,123201,100,89
51,145,231,1,231,1,123101,100,89
51,147,231,1,231,1,123101,100,89
51,149,232,1,232,1,123201,100,89
51,153,231,1,231,1,123101,100,89
51,155,1221,2,221,1,222101,100,89
51,750,1221,2,221,1,222101,100,89
51,157,1221,2,221,4,222104,99,89
51,159,232,1,232,1,123201,100,89
51,760,231,1,231,1,123101,85.3,89
51,161,1221,2,221,1,222101,85.7,89
51,163,1221,2,221,1,222101,100,89
51,165,1221,2,221,1,222101,100,89
51,167,1221,2,221,3,222103,50.4,89
51,775,1221,2,221,1,222101,100,89
51,169,1221,2,221,1,222101,61.9,89
51,171,1221,2,221,1,222101,100,89
51,173,1221,2,221,1,222101,100,89
51,175,232,1,232,1,123201,100,89
51,780,231,1,231,1,123101,100,89
51,177,231,1,231,1,123101,100,89
51,179,231,1,231,1,123101,100,89
51,790,1221,2,221,1,222101,100,89
51,800,232,1,232,1,123201,100,89
51,181,232,1,232,1,123201,100,89
51,183,232,1,232,1,123201,98.3,89
51,185,1221,2,221,1,222101,53.1,89
51,810,232,1,232,1,123201,100,89
51,187,1221,2,221,1,222101,80.9,89
51,191,1221,2,221,1,222101,100,89
51,820,1221,2,221,1,222101,100,89
51,193,232,1,232,1,123201,100,89
51,830,232,1,232,1,123201,100,89
51,840,1221,2,221,1,222101,100,89
51,195,1221,2,221,3,222103,64.2,89
51,197,1221,2,221,1,222101,100,89
51,199,232,1,232,1,123201,100,89
53,1,342,1,342,9,134209,100,89
53,3,1332,2,332,7,233207,70.8,89
53,5,342,1,342,9,134209,100,90
53,7,1242,2,242,3,224203,91.7,90
53,9,1242,2,242,1,224201,97.4,90
53,11,242,1,242,1,124201,88.1,90
53,13,331,1,331,1,133101,47.3,90
53,15,242,1,242,1,124201,97,90
53,17,342,1,342,9,134209,74,90
53,19,1333,2,333,1,233301,100,90
53,21,342,1,342,9,134209,100,90
53,23,331,1,331,1,133101,66.4,90
53,25,342,1,342,9,134209,97.8,90
53,27,1242,2,242,1,224201,96.9,90
53,29,242,1,242,1,124201,100,90
53,31,1242,2,242,1,224201,79.2,90
53,33,1242,2,242,2,224202,51.5,90
53,35,242,1,242,1,124201,100,90
53,37,342,1,342,9,134209,52.9,90
53,39,1242,2,242,3,224203,52.3,90
53,41,1242,2,242,2,224202,43.7,90
53,43,342,1,342,9,134209,77.9,90
53,45,1242,2,242,1,224201,56.7,90
53,47,1242,2,242,3,224203,50.7,90
53,49,1242,2,242,1,224201,100,90
53,51,1333,2,333,1,233301,100,90
53,53,1242,2,242,2,224202,51.6,90
53,55,242,1,242,1,124201,100,90
53,57,1242,2,242,2,224202,56.5,90
53,59,1242,2,242,2,224202,75.8,90
53,61,1242,2,242,2,224202,58.7,90
53,63,1333,2,333,1,233301,47.5,90
53,65,1333,2,333,1,233301,100,90
53,67,242,1,242,1,124201,98.3,90
53,69,1242,2,242,1,224201,100,90
53,71,342,1,342,9,134209,81.4,90
53,73,1242,2,242,2,224202,53.7,90
53,75,331,1,331,1,133101,60.1,90
53,77,342,1,342,9,134209,51.2,90
54,1,1221,2,221,2,222102,74.7,90
54,3,1221,2,221,1,222101,100,90
54,5,1221,2,221,3,222103,75.3,90
54,7,221,1,221,5,122105,81.1,90
54,9,221,1,221,5,122105,100,90
